iter	RMSE
287	2.66964261
288	2.66876664
289	2.666555923
290	2.664804354
291	2.662660865
292	2.661414319
293	2.659907102
294	2.656759136
295	2.655333033
296	2.653437193
297	2.650831903
298	2.64926575
299	2.647869539
300	2.646305696
301	2.643523587
302	2.641706403
303	2.641247689
304	2.639769848
305	2.638603395
306	2.636931683
307	2.635540394
308	2.633887918
309	2.6324453
310	2.632191937
311	2.629441573
312	2.628229956
313	2.625898778
314	2.623954161
315	2.623083189
316	2.620301482
317	2.618605719
318	2.617535727
319	2.616088665
320	2.614992764
321	2.612708981
322	2.611065492
323	2.609013338
324	2.607328932
325	2.604203998
326	2.603634088
327	2.602314322
328	2.600711868
329	2.598656486
330	2.596750968
331	2.595529572
332	2.592691251
333	2.590899111
334	2.589255366
335	2.587556999
336	2.585826817
337	2.582332109
338	2.580993113
339	2.579211651
340	2.577105237
341	2.576019533
342	2.574660432
343	2.573502451
344	2.571955266
345	2.571451038
346	2.570339467
347	2.568236437
348	2.56633798
349	2.565989212
350	2.565504796
351	2.564784726
352	2.563349631
353	2.561190839
354	2.560573332
355	2.56051586
356	2.559468994
357	2.557516749
358	2.556143311
359	2.554842971
360	2.553354713
361	2.551142954
362	2.548953861
363	2.546253429
364	2.544357447
365	2.542659318
366	2.540507976
367	2.539543765
368	2.537548381
369	2.536406696
370	2.534173886
371	2.533301666
372	2.532115446
373	2.532034031
374	2.530698604
375	2.530362531
376	2.529068374
377	2.529009927
378	2.527989514
379	2.526773773
380	2.526734061
381	2.525638139
382	2.524132621
383	2.520721557
384	2.519727147
385	2.518201902
386	2.516809213
387	2.515771155
388	2.513105944
389	2.510650461
390	2.509161712
391	2.508895254
392	2.507788574
393	2.504861469
394	2.503167209
395	2.50127109
396	2.49967632
397	2.497148093
398	2.495975876
399	2.495045378
400	2.494972762
401	2.49259824
402	2.490896319
403	2.48909991
404	2.487992169
405	2.486621138
406	2.485102333
407	2.483789635
408	2.482610601
409	2.480238858
410	2.478807014
411	2.478692471
412	2.477195681
413	2.4761546
414	2.474411726
415	2.473150244
416	2.470737606
417	2.469603127
418	2.46810021
419	2.466919701
420	2.464024569
421	2.463029112
422	2.461681791
423	2.460694278
424	2.460120593
425	2.459103473
426	2.457930877
427	2.455891733
428	2.454631569
429	2.451844018
430	2.449736011
431	2.448417313
432	2.447797009
433	2.447520428
434	2.446934302
435	2.444873393
436	2.444832676
437	2.443940428
438	2.44282489
439	2.441720958
440	2.43929878
441	2.438083403
442	2.436757958
443	2.435755568
444	2.434791592
445	2.433433641
446	2.431615089
447	2.430984769
448	2.428948689
449	2.426733598
450	2.425221654
451	2.424470987
452	2.423309053
453	2.422112439
454	2.420882038
455	2.419987318
456	2.418830837
457	2.417973286
458	2.416530142
459	2.415366638
460	2.413026429
461	2.412210445
462	2.410192528
463	2.408648506
464	2.407312212
465	2.405415002
466	2.403219367
467	2.402697971
468	2.402172491
469	2.401390374
470	2.401006639
471	2.400133575
472	2.398624597
473	2.398587104
474	2.398528337
475	2.39628211
476	2.393963015
477	2.392480959
478	2.391568506
479	2.390593459
480	2.389449013
481	2.388084318
482	2.387423768
483	2.385430284
484	2.384435384
485	2.383027954
486	2.380204204
487	2.37919353
488	2.377523302
489	2.376053054
490	2.374413612
491	2.373034765
492	2.373009273
493	2.371521493
494	2.371435834
495	2.369658143
496	2.368704945
497	2.368628123
498	2.367321516
499	2.366149418
500	2.36424721
501	2.363555339
502	2.363192484
503	2.361396876
504	2.360517721
505	2.358451064
506	2.357586492
507	2.355789796
508	2.354265642
509	2.353439473
510	2.352309287
511	2.350686203
512	2.348889932
513	2.347602706
514	2.347224116
515	2.346282238
516	2.345949663
517	2.344182364
518	2.343422922
519	2.342651598
520	2.341653257
521	2.341247883
522	2.339924255
523	2.338741209
524	2.337663802
525	2.336181839
526	2.335459599
527	2.334342602
528	2.332987194
529	2.33170675
530	2.330709849
531	2.330507502
532	2.32940266
533	2.327823802
534	2.32625688
535	2.325494494
536	2.324431795
537	2.323509706
538	2.322833228
539	2.321921328
540	2.320948405
541	2.319522512
542	2.31864905
543	2.31728391
544	2.317172737
545	2.316028045
546	2.314857758
547	2.313343752
548	2.313170816
549	2.311361768
550	2.30999823
551	2.308561153
552	2.307830285
553	2.305351753
554	2.304852843
555	2.303374885
556	2.301900699
557	2.301440663
558	2.301419716
559	2.300473
560	2.299237603
561	2.297905637
562	2.296711829
563	2.296321243
564	2.295509787
565	2.294576469
566	2.293354774
567	2.292101413
568	2.291301139
569	2.289854527
570	2.289096097
571	2.287903429
572	2.28648319
573	2.285666164
574	2.284537413
575	2.283454728
576	2.282530764
577	2.281194941
578	2.278968933
579	2.276568303
580	2.275015685
581	2.273811311
582	2.272031077
583	2.271787281
584	2.270818848
585	2.269425858
586	2.268770467
587	2.266982256
588	2.265925445
589	2.264896255
590	2.26343511
591	2.261370714
592	2.260578052
593	2.259601776
594	2.25786078
595	2.256549548
596	2.254807738
597	2.253556684
598	2.25237796
599	2.250887435
600	2.250259192
601	2.249193132
602	2.24856519
603	2.247396379
604	2.246531579
605	2.245410176
606	2.244947317
607	2.243573054
608	2.241652776
609	2.240022554
610	2.239675756
611	2.238326746
612	2.237047865
613	2.234963924
614	2.234110812
615	2.233055856
616	2.232041748
617	2.230559274
618	2.229422859
619	2.228679222
620	2.228012582
621	2.226303758
622	2.225643911
623	2.224349709
624	2.223267198
625	2.22311503
626	2.222471695
627	2.221625177
628	2.220240668
629	2.219505636
630	2.218598159
631	2.217367703
632	2.216299136
633	2.215425611
634	2.213172739
635	2.211694058
636	2.210994206
637	2.209886876
638	2.208757742
639	2.208402539
640	2.207385044
641	2.20734926
642	2.206017885
643	2.204839443
644	2.203731836
645	2.202910138
646	2.201095056
647	2.199990455
648	2.198625952
649	2.197973028
650	2.196917397
651	2.196244034
652	2.194859595
653	2.193817729
654	2.192563207
655	2.191398182
656	2.190459098
657	2.189579392
658	2.188283375
659	2.187397086
660	2.186697604
661	2.185701048
662	2.184250892
663	2.183286849
664	2.182276567
665	2.180605029
666	2.178673176
667	2.177683993
668	2.176701288
669	2.176032282
670	2.175120773
671	2.174535174
672	2.173705567
673	2.172836148
674	2.171986225
675	2.170314906
676	2.170275078
677	2.168222043
678	2.16727786
679	2.167251075
680	2.165782878
681	2.164989784
682	2.164225837
683	2.162780694
684	2.16198615
685	2.160600795
686	2.159442813
687	2.158116431
688	2.157262523
689	2.156183662
690	2.154980092
691	2.153862344
692	2.153833228
693	2.152928976
694	2.15236975
695	2.151037597
696	2.150010246
697	2.149607661
698	2.148615174
699	2.147081543
700	2.146089534
701	2.145647115
702	2.143358737
703	2.142035779
704	2.141561793
705	2.140583281
706	2.139792441
707	2.139752595
708	2.139723958
709	2.139696584
710	2.138630771
711	2.137272369
712	2.136294865
713	2.135303144
714	2.134575852
715	2.134544626
716	2.133780205
717	2.133200689
718	2.131692887
719	2.130050941
720	2.129123106
721	2.127943809
722	2.127071484
723	2.126220902
724	2.124808216
725	2.124104269
726	2.123497006
727	2.121906431
728	2.121180034
729	2.120073313
730	2.119153793
731	2.118399387
732	2.11724479
733	2.11636245
734	2.115423839
735	2.114352204
736	2.113450666
737	2.112743274
738	2.110065537
739	2.109090077
740	2.109036323
741	2.108359737
742	2.107652737
743	2.10693063
744	2.106375859
745	2.105242408
746	2.10437017
747	2.103406112
748	2.103299646
749	2.102820618
750	2.101574484
751	2.100849227
752	2.099656709
753	2.09890906
754	2.097578045
755	2.096595412
756	2.095794636
757	2.094905546
758	2.094506383
759	2.093773687
760	2.093225278
761	2.091772918
762	2.091068014
763	2.090172398
764	2.089168129
765	2.088361826
766	2.08755647
767	2.087532149
768	2.086857792
769	2.085779665
770	2.085190201
771	2.083860448
772	2.082824346
773	2.081623773
774	2.080617057
775	2.079109873
776	2.078042746
777	2.077209088
778	2.076156786
779	2.075120893
780	2.074578797
781	2.073093439
782	2.072292906
783	2.071269495
784	2.070416525
785	2.070318022
786	2.068957523
787	2.067640728
788	2.066911954
789	2.066100206
790	2.064900853
791	2.064179117
792	2.06318407
793	2.062624618
794	2.062398808
795	2.061152712
796	2.060004905
797	2.059394822
798	2.058655969
799	2.057890175
800	2.05668961
801	2.056012916
802	2.055222119
803	2.054160096
804	2.05225515
805	2.050568203
806	2.049873786
807	2.049076756
808	2.048171653
809	2.047614992
810	2.046698332
811	2.045278424
812	2.044097742
813	2.043377925
814	2.04208731
815	2.041273582
816	2.040538672
817	2.040191459
818	2.039452204
819	2.038761109
820	2.037839758
821	2.037409403
822	2.036575125
823	2.035742098
824	2.034732164
825	2.034726271
826	2.032684489
827	2.031596079
828	2.030862942
829	2.030303857
830	2.029429139
831	2.028180488
832	2.027677691
833	2.026775042
834	2.026093333
835	2.025940317
836	2.025785954
837	2.025347624
838	2.024020289
839	2.023458284
840	2.022573242
841	2.021705857
842	2.020933841
843	2.020236536
844	2.019342346
845	2.018871044
846	2.018198861
847	2.017751214
848	2.016863402
849	2.015996227
850	2.015071613
851	2.014282556
852	2.013367568
853	2.011910608
854	2.011046601
855	2.010230477
856	2.009189546
857	2.008316854
858	2.007552681
859	2.006750707
860	2.00615958
861	2.005453537
862	2.004880542
863	2.0042695
864	2.003198463
865	2.002494731
866	2.001660771
867	2.001099924
868	2.000680974
869	1.99974619
870	1.999210647
871	1.998525395
872	1.998105014
873	1.996974577
874	1.996347226
875	1.995411205
876	1.994951409
877	1.9943399
878	1.99402191
879	1.99255118
880	1.992126772
881	1.990512745
882	1.989778866
883	1.988911199
884	1.987950219
885	1.987130073
886	1.986427006
887	1.985807313
888	1.985042518
889	1.983274872
890	1.982740623
891	1.98160429
892	1.980828022
893	1.980170345
894	1.979901985
895	1.979345757
896	1.978276456
897	1.977712156
898	1.977202422
899	1.9764947
900	1.975004388
901	1.974253725
902	1.973544517
903	1.972920303
904	1.972101064
905	1.970500701
906	1.969877345
907	1.968681216
908	1.968133117
909	1.966840489
910	1.966289531
911	1.965450859
912	1.964386625
913	1.964012961
914	1.963442106
915	1.962911402
916	1.961882162
917	1.961082256
918	1.960594347
919	1.960096143
920	1.959259238
921	1.958470728
922	1.958011272
923	1.957256925
924	1.956117837
925	1.955525845
926	1.955140392
927	1.954342827
928	1.953223899
929	1.952681702
930	1.952394447
931	1.951940501
932	1.950964485
933	1.950328084
934	1.950244445
935	1.950209647
936	1.949525794
937	1.949166933
938	1.948600892
939	1.947822024
940	1.947369068
941	1.946542681
942	1.944888027
943	1.944218754
944	1.943361404
945	1.941901181
946	1.941081028
947	1.940833784
948	1.940161848
949	1.939088539
950	1.938364568
951	1.937458008
952	1.936746934
953	1.93594844
954	1.934894489
955	1.934886084
956	1.934205035
957	1.933338543
958	1.93254684
959	1.931804264
960	1.931151964
961	1.93050557
962	1.929730721
963	1.929013639
964	1.927701336
965	1.926920053
966	1.926121734
967	1.925630153
968	1.9249932
969	1.924736212
970	1.924693394
971	1.923929326
972	1.923532874
973	1.922533748
974	1.922516499
975	1.921963324
976	1.921425823
977	1.92062477
978	1.91960239
979	1.918389777
980	1.917871051
981	1.91740743
982	1.916563828
983	1.915962448
984	1.915446427
985	1.914134236
986	1.913412727
987	1.912273788
988	1.911186556
989	1.910564363
990	1.909938341
991	1.909431109
992	1.90911963
993	1.908149986
994	1.907386544
995	1.906592629
996	1.90658304
997	1.90601121
998	1.905256723
999	1.904737652
